Land.Use.and.Land.Cover.Change	Anthropogenic.biomes.of.the.world	Clinical.Antibiotic.Usage	Pesticide	Energy.Extraction.and.Production	Agricultural.Crops	Forage.Crops	Mining.and.sewage.treatment	Hydraulic.Engineering	Veterinary.Antibiotics	Global.coal.mining.industry	GDP	PM2.5	HH.ARG
 1.32998308948534e-02	 5.40671501492490e-03	 7.25364254580923e-03	-2.60425385586701e-03	-5.60736377153660e-03	-2.00979201626741e-02	-3.34638856439503e-02	-6.92654047666105e-03	-1.30334152261244e-03	 1.83625231481693e-03	 2.00733162997931e-02	-1.17825479650250e-03	-2.64927161710445e-02	4.366071951e+05
 7.61390860141859e-03	 5.54910686021202e-03	 8.15569739023022e-04	 8.68799218290774e-03	-7.70250025076074e-03	-2.74205575882336e-02	-3.95234699808660e-02	-1.30923912918398e-02	-2.50037414481371e-03	-1.58679206962056e-02	 2.40709531041483e-02	 1.26847699155560e-02	-2.35335608544984e-02	7.419198880e+05
 1.39448116267888e-02	 1.22631117056063e-02	 1.00500246142280e-02	 8.61094949385842e-04	-1.55939519297403e-02	-1.67146967678084e-02	-2.32991112479675e-02	-2.35138398329877e-02	 7.08585754463462e-04	 4.24954738714463e-03	 2.24342846210099e-02	-1.94232521373186e-02	-1.93167334197828e-02	3.185981600e+05
 7.27712869271792e-03	 8.18005442340438e-03	-2.11830969550433e-03	 1.11738659502405e-02	-9.48067301901567e-03	-2.54560501035751e-02	-4.07210847099819e-02	-8.05187346403177e-03	-1.29598280295986e-02	 6.89107635950409e-03	 1.84264165683567e-02	 2.23078865505176e-03	-2.64668934910625e-02	1.604745302e+05
 7.51560646092653e-03	 6.31704987077350e-03	-4.07955633859296e-05	 9.41358983885072e-03	-8.22152821165830e-03	-2.68471406896434e-02	-3.98730397987661e-02	-1.16211227307975e-02	-5.55336714911530e-03	-9.22483401487537e-03	 2.24233785035887e-02	 9.63337430666610e-03	-2.43897665529381e-02	5.722027470e+05
-2.04065278040986e-02	 1.20008689681146e-02	-7.98161109196340e-03	 6.48753947867568e-03	-7.58680577701099e-03	-7.63835337008901e-03	-8.72465133093669e-03	 8.36688024924185e-03	-3.70965504901247e-03	-3.81188713550317e-03	-5.67333213205375e-03	-1.21222992549940e-02	-2.90859512646612e-03	6.168357429e+05
 4.63959768767852e-02	 2.43145377049244e-02	 2.29565081730312e-02	 3.67662508711935e-02	 8.04578001655501e-02	 3.12255412147009e-02	 7.39188302820668e-02	 5.69617399340201e-02	 3.81362969648029e-02	 4.61963032129719e-02	-3.94019627089170e-02	-3.97705738927756e-02	 8.87684893991182e-04	7.006087198e+05
-2.19010820078048e-02	 1.43401389539476e-02	-4.34811687644288e-03	 4.59080274877063e-03	-7.44323289039351e-03	-1.15094102427943e-02	-9.17302175448504e-03	 7.42802392158489e-03	-8.74873218812536e-03	 6.92969378564072e-03	-9.62656166149240e-04	-8.20628392414616e-03	 3.52486666334576e-04	5.192521129e+05
-2.22192518372801e-02	 1.28539804535270e-02	-5.28207207901598e-03	 6.32403767527233e-03	-7.40240831034195e-03	-7.91082206031100e-03	-9.32116181337914e-03	 5.72418086875985e-03	-3.59167781721178e-03	-5.37392089315667e-03	-4.88396438845108e-03	-1.29700481853209e-02	 2.26893296885569e-03	6.667512516e+05
 3.33353553054139e-02	-3.88062454466827e-04	 5.89510371602789e-02	 1.38969151447698e-02	-1.70401741943292e-02	 1.21406241873487e-03	 3.55780790338677e-02	 4.41402899763321e-02	 9.61368699082336e-03	 4.43319322840127e-02	-7.48838575393910e-02	-4.67666376739605e-02	 1.31109668733599e-02	5.574051308e+05
 8.19096879073463e-04	 1.21534037251767e-02	-3.53818284082639e-02	 2.04658973173699e-02	 2.86976840033854e-02	 2.23449682029372e-03	 2.57450417283242e-02	-2.90816615048093e-03	 9.64810296404000e-03	 1.96524834087729e-02	 3.36795565726354e-03	-4.83180453800453e-02	-6.35685516829713e-03	1.205109700e+05
 1.10420460783404e-03	 9.92612274774554e-03	-3.28980944311905e-02	 1.83614314466943e-02	 3.02030315202757e-02	 5.71403943865584e-04	 2.67589062924718e-02	-7.17531675102629e-03	 1.85027616420841e-02	 3.85401876335508e-04	 8.14645030629002e-03	-3.94680196609121e-02	-3.87358409391287e-03	6.127451000e+05
 3.91755440632210e-03	-6.01331880544204e-02	-1.44224968844457e-02	-8.67348940529606e-03	 2.18389464507947e-02	 6.26537056393627e-03	 2.65435895917337e-02	-1.02673882502867e-02	 9.57658631417294e-03	 1.20194957205468e-02	-4.83777476788264e-02	-1.20586136366505e-04	 5.52341364314197e-02	9.785109510e+05
 3.68413681259846e-03	-5.83097139291891e-02	-1.64559289871050e-02	-6.95056396324655e-03	 2.06065189868397e-02	 7.62694409630698e-03	 2.57135390422318e-02	-6.77387360736381e-03	 2.32728047859335e-03	 2.77934483556741e-02	-5.22898995080514e-02	-7.36609897017275e-03	 5.32010833070235e-02	5.755190480e+05
 3.65576745441365e-03	-5.80880905726367e-02	-1.67030704418026e-02	-6.74116120053483e-03	 2.04567308941600e-02	 7.79242848254625e-03	 2.56126554671136e-02	-6.34927507283196e-03	 1.44620656055610e-03	 2.97105999514799e-02	-5.27653788185276e-02	-8.24671189028697e-03	 5.29539879129931e-02	5.265397853e+05
 3.90402084354340e-03	-6.00274629410926e-02	-1.45403953709246e-02	-8.57359410922598e-03	 2.17674902499679e-02	 6.34431465972694e-03	 2.64954632228428e-02	-1.00648341112260e-02	 9.15627122968136e-03	 1.29340702170537e-02	-4.86045744211297e-02	-5.40681302441495e-04	 5.51162599181179e-02	9.551454620e+05
 1.81886496240723e-02	-4.34555289423454e-02	-5.57368574863813e-02	-4.45676923809648e-03	 1.08958954049219e-02	 4.07903599917676e-03	 6.19120406522861e-03	 1.45028631465704e-02	-1.69587770540173e-03	-9.22603678791366e-03	-7.37643210386555e-03	-5.96475042150068e-03	-3.43715463391728e-03	6.749835525e+05
 1.81693034109806e-02	-4.33043950092470e-02	-5.59053932429961e-02	-4.31396902234945e-03	 1.07937488445136e-02	 4.19188649719176e-03	 6.12240747388638e-03	 1.47924140653446e-02	-2.29671765591381e-03	-7.91865355210734e-03	-7.70068068225090e-03	-6.56527599887836e-03	-3.60565897989967e-03	6.415826117e+05
 6.59569831001116e-02	-1.11004215279269e-02	 8.21404824819994e-02	 2.68760936391439e-02	-2.59152122766152e-02	 6.17221998653797e-03	 4.76097654746886e-03	-2.87047179368395e-03	-5.14115758307095e-02	 5.59169337675798e-03	 3.43423994906176e-03	-1.04126425175454e-02	 1.74812036157725e-03	1.481020200e+05
 6.57162203189247e-02	 2.94581302621093e-02	 5.73379247620013e-02	 1.54135759016318e-02	 1.70271558542187e-02	 7.71781716420295e-02	-1.57492989397723e-04	 2.08032357700189e-02	-4.80959143116776e-02	 1.65045543893526e-02	 5.49314120321577e-02	 4.53657559719906e-03	-1.71053376097498e-02	3.821555956e+05
 6.59193732851279e-02	 2.78710854664455e-02	 5.91077046515031e-02	 1.39140427751200e-02	 1.80997883449346e-02	 7.59931379974263e-02	 5.64934264434491e-04	 1.77626857803540e-02	-4.17865442255663e-02	 2.77583233608422e-03	 5.83363192444446e-02	 1.08426444773097e-02	-1.53358875606727e-02	7.328960824e+05
 1.65015414181237e-02	 1.45897551497788e-02	 1.43391762265210e-02	 7.78041132753822e-03	-1.24495559834250e-02	-3.33908396206639e-02	-3.47221863237289e-02	-9.37115483747858e-03	-2.56674390283310e-02	-1.62885163168421e-03	 3.61921019533088e-02	 1.74275987944596e-02	-9.58065375466314e-03	5.808288300e+05
 1.62811245252294e-02	 1.63116669154901e-02	 1.24190005498302e-02	 9.40737468778454e-03	-1.36133407178537e-02	-3.21051018891384e-02	-3.55060054015792e-02	-6.07221909493231e-03	-3.25129789999725e-02	 1.32665363852720e-02	 3.24978459335600e-02	 1.05856405651037e-02	-1.15004715611100e-02	2.002824380e+05
 1.93299507843437e-02	-1.85504903288510e-02	-1.06182565285277e-02	 2.89091823936573e-03	-7.21143815988262e-03	 2.79531317571370e-04	-1.72991564280767e-02	 2.49228451272148e-03	 4.95423712137009e-03	-1.19529931656182e-02	 2.33008579491382e-02	 7.80929615620792e-03	-2.27391171489849e-02	9.426075682e+05
 1.93173255532779e-02	-1.84518611646729e-02	-1.07282420259489e-02	 2.98410886595000e-03	-7.27809843709635e-03	 3.53176924935110e-04	-1.73440527009605e-02	 2.68124383191757e-03	 4.56213231135868e-03	-1.10998021372070e-02	 2.30892551302579e-02	 7.41739650435557e-03	-2.28490821480021e-02	9.208103000e+05
-1.61986148237528e-02	 1.31096467602973e-02	-5.74212941016632e-04	 1.58771767121543e-02	-9.67393323400128e-03	-1.26529296358364e-02	-1.88338172261158e-02	-7.97913044247827e-03	-2.70823332393315e-02	 5.26102055051369e-03	 8.96147080684154e-03	-2.30372888264795e-02	-1.46618437610870e-02	1.638571320e+02
 6.90002382638697e-02	-1.31443607737060e-02	 8.65303556689093e-02	 2.54738712814045e-02	-2.51492097284355e-02	 7.85246986871952e-03	 4.97274664751469e-03	-6.10094070770802e-03	-4.64171253363988e-02	-7.51038503562066e-03	 7.63139341051869e-03	-2.12957031075571e-03	 1.50112506489383e-03	6.080394026e+05
 6.91137259358541e-02	-1.40309341895958e-02	 8.75190106875299e-02	 2.46361846516106e-02	-2.45500032952670e-02	 7.19047259610892e-03	 5.37631735951470e-03	-7.79948809457835e-03	-4.28925116615737e-02	-1.51796833691167e-02	 9.53348226537197e-03	 1.39319920599111e-03	 2.48959582422139e-03	8.039741313e+05
-1.63207470901703e-02	 1.11497092318107e-02	 4.56629002395824e-04	 1.48303976535479e-02	-9.24407165959465e-03	-1.03537194415026e-02	-1.97599262418139e-02	-8.10312173211808e-03	-2.16454221317202e-02	 2.81821367878853e-03	 5.60707637324398e-03	-2.47141895007034e-02	-1.63720676459229e-02	2.937899370e+04
-1.62661297092006e-02	 1.07230345351978e-02	 9.32431764540911e-04	 1.44272503425434e-02	-8.95569596673215e-03	-1.06723140219257e-02	-1.95657027200860e-02	-8.92056919668948e-03	-1.99491571147116e-02	-8.72733377630933e-04	 6.52248074983558e-03	-2.30188120081507e-02	-1.58963535608987e-02	1.236750660e+05
-1.48786922135399e-02	 1.27169101279880e-02	-1.71936937603954e-02	 6.30974009813590e-03	-9.26102794808107e-03	-1.61788326159530e-02	-1.83766297068627e-02	 1.40923783996765e-02	 4.80598988826846e-03	-1.35924747287721e-02	-5.56288283029846e-03	-2.18801182855661e-03	 1.29127053000480e-03	8.164677900e+05
-1.47956667930115e-02	 1.20683098932976e-02	-1.64704125683222e-02	 5.69690450556849e-03	-8.82265992777327e-03	-1.66631372191412e-02	-1.80813850561366e-02	 1.28497534641530e-02	 7.38453015996191e-03	-1.92031874005749e-02	-4.17135083131370e-03	 3.89179292191202e-04	 2.01441692148668e-03	9.598099078e+05
-1.49461905275236e-02	 1.32442115497981e-02	-1.77817095836254e-02	 6.80796544868768e-03	-9.61741400534898e-03	-1.57851008653437e-02	-1.86166587968675e-02	 1.51026122235833e-02	 2.70967866490392e-03	-9.03105675361303e-03	-6.69417567034663e-03	-4.28322621418688e-03	 7.03364297458960e-04	6.999329840e+05
-1.63668973732124e-02	 7.22436965695440e-03	 6.47980947322968e-03	 1.02326117307168e-02	-6.61732466141374e-03	-1.82258487844733e-02	-1.57494582158801e-02	-1.70115505293350e-02	-1.40106014897861e-02	-3.49130461069062e-02	 2.50510843392045e-02	 2.49599919514660e-03	-6.02873773857181e-03	1.074039820e+06
-1.65513935115260e-02	 8.66566604362803e-03	 4.87255971763613e-03	 1.15944332009388e-02	-7.59145049410708e-03	-1.71496443101447e-02	-1.64055403840885e-02	-1.42502335674079e-02	-1.97405420258977e-02	-2.24451198435229e-02	 2.19588713938380e-02	-3.23094330568997e-03	-7.63568794508288e-03	7.555100610e+05
-1.65775191818796e-02	 8.86976155816945e-03	 4.64496429111773e-03	 1.17872746291477e-02	-7.72939208258943e-03	-1.69972478232245e-02	-1.64984452362341e-02	-1.38592158618428e-02	-2.05519331962512e-02	-2.06795927461698e-02	 2.15209969927146e-02	-4.04190993771966e-03	-7.86324095379971e-03	7.104044910e+05
 3.34325840235783e-04	-6.20990955029789e-02	-5.00695986052687e-02	-1.69043986199365e-02	 3.48664813602003e-02	 7.66021471303603e-03	 1.44567919953722e-02	-2.02504400981081e-02	-5.08159240533789e-03	-1.94352826650606e-02	-1.82585103709695e-02	-3.35351124974244e-02	 2.90726038604284e-02	9.199211094e+05
 3.34683793249769e-04	-6.21018918562813e-02	-5.00664802749910e-02	-1.69070407787601e-02	 3.48683713253833e-02	 7.65812669841001e-03	 1.44580649032589e-02	-2.02557975095862e-02	-5.07047537327655e-03	-1.94594725035301e-02	-1.82525109665712e-02	-3.35240012820472e-02	 2.90757216095314e-02	9.205391098e+05
 1.75598614854766e-02	 1.13861005024531e-03	-3.18721750215967e-02	 8.04738749092434e-03	-1.42559264128455e-02	-1.57077145312775e-02	-1.02438949818798e-02	 4.91221586676142e-02	-7.39786355299341e-06	 2.02920331379410e-02	-1.98788291675726e-02	-6.92152989436951e-03	-5.45242103366713e-03	3.580143431e+05
 1.75954950861651e-02	 8.60237936953711e-04	-3.15617506597591e-02	 7.78436517011880e-03	-1.40677836622177e-02	-1.59155727598991e-02	-1.01171792131137e-02	 4.85888376621175e-02	 1.09928336511072e-03	 1.78839767420516e-02	-1.92815988821794e-02	-5.81542770650748e-03	-5.14205452676619e-03	4.195352093e+05
 1.77710812547879e-02	-5.11453160210215e-04	-3.00321206675861e-02	 6.48831086518764e-03	-1.31407018041228e-02	-1.69398035217423e-02	-9.49278156842354e-03	 4.59608744422383e-02	 6.55250484914035e-03	 6.01817064296813e-03	-1.63387198137851e-02	-3.65059472048043e-04	-3.61270961739327e-03	7.226820420e+05
 1.13877388275897e-02	-1.34168341430397e-02	 1.59875621844160e-02	 1.59701675145011e-02	-1.50826205965465e-02	-7.43211259727459e-03	 1.63194236367290e-02	 5.73348875995706e-03	-2.63002964197837e-02	 7.22985019886591e-03	-3.35934623597964e-03	-2.22147315028804e-02	-3.19283902312385e-03	3.872253930e+05
 3.24287364365877e-02	-2.17600655477744e-02	 3.73388590733377e-02	 6.54232919620224e-03	 1.51430171649243e-03	-1.92238617233156e-02	-1.07083914099739e-02	-3.76723156240797e-02	 4.63985692583575e-03	-2.32922513241863e-02	 6.39619678809388e-03	-1.08352402970535e-02	-1.92732954925815e-02	9.746589000e+05
 3.24805517485236e-02	-2.21648502904261e-02	 3.77902514342083e-02	 6.15986479924811e-03	 1.78788269410602e-03	-1.95261112503453e-02	-1.05241322568447e-02	-3.84478250794201e-02	 6.24909741708001e-03	-2.67938394573329e-02	 7.26463761184634e-03	-9.22684179705299e-03	-1.88219872593750e-02	1.064117243e+06
 1.57170954865550e-03	 7.54941703815758e-03	 2.09323122180961e-04	 1.21419996317906e-02	-1.16185106902407e-02	 5.01082970593940e-03	-1.95962488548843e-02	 2.31597675182735e-02	-4.50081383357021e-02	-8.53300524215106e-03	-4.97548641257563e-02	 3.52544651441849e-02	 2.04390069198411e-02	7.223146400e+05
 1.15333651454483e-03	 1.08177756491138e-02	-3.43535997507918e-03	 1.52301367907668e-02	-1.38274890675376e-02	 7.45128691747766e-03	-2.10840148853728e-02	 2.94214734057923e-02	-5.80016493613482e-02	 1.97399124869653e-02	-5.67669269466612e-02	 2.22677526191789e-02	 1.67950030956523e-02	0.000000000e+00
 1.30992251895893e-03	 9.59451512762742e-03	-2.07125111283205e-03	 1.40743284107293e-02	-1.30007266575909e-02	 6.53788807830373e-03	-2.05271832561249e-02	 2.70778818599675e-02	-5.31385205052032e-02	 9.15810424556711e-03	-5.41424965692107e-02	 2.71283369756443e-02	 1.81588577238846e-02	2.703433400e+05
 2.62664044267437e-02	-2.75823591904820e-02	-2.08678201101929e-02	-3.06839082602840e-03	-3.33367798526416e-03	-2.08454304479177e-03	-7.60065769131305e-03	 1.57215439116625e-02	 7.59270500714263e-03	 7.20606928099739e-03	 1.75190190736530e-02	 1.42870272703763e-03	-1.98025891430028e-02	5.772245880e+05
 2.70601915221838e-02	-3.37834779938540e-02	-1.39526937189248e-02	-8.92757204920399e-03	 8.57458601088061e-04	-6.71486881521481e-03	-4.77789097417466e-03	 3.84109052747360e-03	 3.22455400029270e-02	-4.64366739505715e-02	 3.08231389041319e-02	 2.60686387985693e-02	-1.28887515494207e-02	1.947685859e+06
 2.76872559522504e-02	-3.86821479905693e-02	-8.48998235174719e-03	-1.35561231499634e-02	 4.16831196460288e-03	-1.03726664878307e-02	-2.54800261637492e-03	-5.54405792490787e-03	 5.17204294474174e-02	-8.88125911265326e-02	 4.13329347511059e-02	 4.55333385377453e-02	-7.42705828796831e-03	3.030303000e+06
 1.85715011969102e-02	-2.06135105187456e-02	-1.52687751518576e-02	-1.08441190797257e-02	-1.48504762350428e-03	-1.25088210170332e-02	-6.20086583051705e-03	 2.09002390697279e-02	 2.40782764331811e-02	-2.76134488783357e-02	 1.47503308536996e-02	 2.71896915427830e-02	-6.49840433778832e-03	1.626016300e+06
 1.78740867548312e-02	-1.51652614411743e-02	-2.13443450896611e-02	-5.69629338783108e-03	-5.16734379692255e-03	-8.44065704413137e-03	-8.68092413136520e-03	 3.13383021425300e-02	 2.41850990004162e-03	 1.95165990367060e-02	 3.06144681637243e-03	 5.54125789236833e-03	-1.25728419491478e-02	4.219409400e+05
 1.78500938169667e-02	-1.49778269779611e-02	-2.15533610824678e-02	-5.51919429938311e-03	-5.29402471712826e-03	-8.30070123086595e-03	-8.76624482609454e-03	 3.16973996656388e-02	 1.67335551086823e-03	 2.11379998035200e-02	 2.65931767838626e-03	 4.79649338492759e-03	-1.27818189868707e-02	3.805175000e+05
 1.79660534664401e-02	-1.58837116502024e-02	-2.05431712759034e-02	-6.37512733828449e-03	-4.68176642741744e-03	-8.97711806400729e-03	-8.35388357589917e-03	 2.99618546839556e-02	 5.27474197968266e-03	 1.33016495558794e-02	 4.60283764861142e-03	 8.39599552639086e-03	-1.17718174531175e-02	5.807200600e+05
 1.64463566756259e-02	-4.08211452929905e-03	-9.88071443267564e-04	 4.21037436889938e-03	-1.40262124423305e-02	-6.40567225324523e-03	-8.37414732377376e-03	 1.86042549602883e-02	 3.32282688430556e-03	 1.24794008339687e-02	 1.36111377469389e-02	 4.19418044095243e-03	-9.02786357252169e-03	5.684344733e+05
-1.65653685729189e-02	 2.01409290643722e-02	-1.68332086820968e-02	 7.62634065405661e-03	-2.12134966695873e-02	-1.45522382278463e-02	 3.84105403473298e-03	-1.23191558078233e-02	 9.65426961807113e-03	-2.89373638358954e-03	-1.32363034170838e-03	-2.87620215686301e-02	 1.56058633365679e-02	6.027582840e+05
-1.64257069838166e-02	 1.90498832269359e-02	-1.56165379322256e-02	 6.59545647218047e-03	-2.04760939086242e-02	-1.53669134208207e-02	 4.33770116800723e-03	-1.44094429999712e-02	 1.39917728745044e-02	-1.23318222463607e-02	 1.01714154511715e-03	-2.44267877926019e-02	 1.68223073310108e-02	8.438818800e+05
 3.24486002645779e-02	-2.19152431236817e-02	 3.75119040648165e-02	 6.39570830925533e-03	 1.61918124491118e-03	-1.93397315770466e-02	-1.06377541410541e-02	-3.79696135819635e-02	 5.25677256560814e-03	-2.46346140693030e-02	 6.72912075396766e-03	-1.02186474415819e-02	-1.91002827521378e-02	1.008953495e+06
 3.23852035886930e-02	-2.14199839777977e-02	 3.69596199208075e-02	 6.86365823574137e-03	 1.28445153050689e-03	-1.89699255373724e-02	-1.08631974969529e-02	-3.70207681586879e-02	 3.28784689416468e-03	-2.03503776213104e-02	 5.66657265048709e-03	-1.21865429263106e-02	-1.96524639649080e-02	8.995001044e+05
 1.65573061081441e-02	-5.15364208908496e-03	 5.45090974944091e-03	 1.80103173547591e-03	-7.39840656891247e-03	-1.08353197807550e-02	 4.22574692201133e-05	 2.05650807863012e-02	 1.10224778346582e-02	 9.13379249465368e-03	-1.82042720205658e-02	 1.02323422769745e-02	 1.24618918110990e-02	6.516932470e+05
 1.66369645248883e-02	-5.77593906110255e-03	 6.14485907549882e-03	 1.21304901021321e-03	-6.97781607714816e-03	-1.12999839482634e-02	 3.25528800811453e-04	 1.93728491259181e-02	 1.34964482674104e-02	 3.75061604824042e-03	-1.68691720574165e-02	 1.27050182721003e-02	 1.31557118032539e-02	7.892222843e+05
 3.85832937023433e-02	-2.38783565877862e-02	 4.09212459234060e-02	 2.44250397289470e-02	-2.54201898937091e-02	 1.43562002238691e-03	 5.42352370665734e-02	 4.99883516150322e-02	-8.30246196776084e-02	 4.81169099485509e-02	-7.05058531879309e-03	-9.13187141048469e-03	 4.37067664896301e-02	6.321173345e+05
 2.45457254556220e-02	-9.97516293361096e-02	-6.21388593830699e-02	-1.71432799552644e-02	 4.66996400259500e-02	-3.17506839991935e-03	 2.46819954138461e-02	-3.60438832896261e-02	-8.66398279060714e-02	 8.03033219532348e-04	 4.24548504804822e-02	-4.77043795493127e-03	 3.29967532879269e-02	4.701343901e+05
 2.46709982820676e-02	-1.00730269180579e-01	-6.10475372474002e-02	-1.80679563536346e-02	 4.73610711945946e-02	-3.90581093775721e-03	 2.51274750230308e-02	-3.79188167364435e-02	-8.27491998805466e-02	-7.66268523509803e-03	 4.45544622077441e-02	-8.81845594521934e-04	 3.40878720298532e-02	6.864160076e+05
 1.03248633783390e-02	 3.33192605718548e-02	-7.09672595244398e-04	 1.42394873147575e-02	 8.99130343817551e-02	-1.65016217781123e-02	 2.09592841479074e-02	 7.66056266773905e-03	 5.24939170688148e-02	 7.13252156351056e-02	 5.43361146824028e-02	 5.50817741930280e-02	 1.16811627044367e-02	6.281529940e+05
 1.08470924104594e-02	 2.92395718374925e-02	 3.83975858478829e-03	 1.03847578075953e-02	 9.26703646728982e-02	-1.95478926980873e-02	 2.28163699320695e-02	-1.55535260305107e-04	 6.87129085752672e-02	 3.60338912497195e-02	 6.30888364918117e-02	 7.12922795540561e-02	 1.62297459901510e-02	1.529773425e+06
 1.01962474023606e-02	 3.43240173279618e-02	-1.83011878911223e-03	 1.51888405050301e-02	 8.92339516332332e-02	-1.57513779514211e-02	 2.05019160471033e-02	 9.58553236786591e-03	 4.84994600515204e-02	 8.00168582865451e-02	 5.21804707240154e-02	 5.10894071665402e-02	 1.05609253322707e-02	4.060994800e+05
 6.38740323605912e-03	 3.31754321892302e-02	-1.94312999545211e-02	 6.25457054323008e-03	-2.20293824681957e-02	-7.60241868547666e-03	-3.62576719223556e-02	-2.01270815934054e-03	-1.06200821288012e-02	 1.39669250598537e-02	 8.23310495195863e-03	-1.09997495131437e-02	 6.67177664959344e-03	2.445799470e+05
 6.51550663639597e-03	 3.21746797089138e-02	-1.83153190957123e-02	 5.30900082788657e-03	-2.13530060807839e-02	-8.34967255148929e-03	-3.58021265791517e-02	-3.93000624191307e-03	-6.64154429536304e-03	 5.30992137355557e-03	 1.03801579823791e-02	-7.02329334123283e-03	 7.78754951892132e-03	4.657485070e+05
 2.65330274620990e-02	-2.88359658483898e-02	-2.12721056873204e-02	-3.87754225790874e-03	-2.54119924410073e-03	-2.63912302592962e-03	-7.45768779469189e-03	 1.45348553710608e-02	 1.01486077266770e-02	 1.91439854118071e-03	 1.89983994245905e-02	 3.88841940569029e-03	-1.96603410274310e-02	7.063761107e+05
 2.64189444992306e-02	-2.79447419796073e-02	-2.22659466200557e-02	-3.03546160711121e-03	-3.14354876868226e-03	-1.97365329737100e-03	-7.86337540592595e-03	 1.62423123580466e-02	 6.60550596100014e-03	 9.62392559119433e-03	 1.70863333084539e-02	 3.47171471481613e-04	-2.06539967343553e-02	5.094136214e+05
 3.04001630044530e-03	-4.21954153898865e-04	-1.51747345995729e-02	-4.56325887655620e-03	-2.63386174801406e-03	-2.07953518657845e-02	-1.60661200335713e-02	 1.66073014216384e-02	 1.98806812650303e-02	-3.49043628519955e-03	-1.44746087032999e-03	 9.99946890473183e-03	-1.27592139047772e-03	1.054233630e+06
-1.19341775704395e-02	 4.53307436504914e-07	-5.60056677020739e-03	 6.40531053807657e-03	-9.05729197979661e-03	-1.06173346499439e-03	-4.60981462111648e-03	 2.18847702665090e-02	-1.71907979157017e-02	 2.85842175118618e-02	-1.23071413551110e-02	-1.43212704008970e-02	-3.05425839599035e-03	1.739985200e+04
-1.19001470923901e-02	-2.65395102712276e-04	-5.30410811244118e-03	 6.15412134748925e-03	-8.87761359698732e-03	-1.26024034473174e-03	-4.48879967723827e-03	 2.13754428783099e-02	-1.61339052488936e-02	 2.62844973393701e-02	-1.17367799062320e-02	-1.32649307243822e-02	-2.75785499032084e-03	7.615295150e+04
 4.10675998788658e-02	 2.22862842302235e-02	 8.95034289990682e-03	 1.69187264428800e-02	 8.52603683805459e-02	-6.51922498929022e-03	 2.84604160450297e-02	 3.04069189536866e-02	 3.10088976468212e-02	 7.37199320714295e-02	-2.47597448615431e-02	 1.97272134358786e-03	-5.88607383286365e-03	3.970665975e+04
 4.83395253314706e-02	-2.56370791327213e-02	 3.77631737874098e-02	 8.30729179666776e-03	-1.13654607978791e-02	-2.15966775768160e-02	 5.19590920704394e-03	-4.55361817436262e-02	 1.90159179897452e-02	-9.06028640447262e-03	 2.28794558767842e-03	-2.93389886361395e-02	-1.14745038057032e-02	7.395318630e+05
 4.85438875352689e-02	-2.72335705747614e-02	 3.95434880265568e-02	 6.79883292387928e-03	-1.02864436229632e-02	-2.27887649566480e-02	 5.92263660087108e-03	-4.85948301515716e-02	 2.53628436560290e-02	-2.28707266189362e-02	 5.71312000002576e-03	-2.29953838257906e-02	-9.69452137030667e-03	1.092360080e+06
 4.83495596617226e-02	-2.57154680034428e-02	 3.78505884888364e-02	 8.23322538800817e-03	-1.13124802834815e-02	-2.16552099190796e-02	 5.23159204142961e-03	-4.56863635662900e-02	 1.93275565757292e-02	-9.73838888850138e-03	 2.45612409909271e-03	-2.90275131065550e-02	-1.13871053960778e-02	7.568559806e+05
 3.28718480475663e-02	-1.38600335995510e-01	-8.26138646427318e-02	-2.52507737192056e-02	 9.02470456158168e-02	 2.50276926938276e-03	 2.04108028198233e-02	-9.80477216352514e-02	-4.26577982603421e-02	-1.83758625959735e-02	-2.40666832868185e-02	-4.41050316039695e-02	 7.08167959513005e-02	9.360568241e+05
 2.45067169536973e-03	-1.66986728668224e-02	-2.68005689826628e-02	 1.72955260426923e-04	-9.65427582805794e-03	-6.79732798550791e-03	 8.99978583283082e-03	-1.60188439519533e-02	 1.33960532608486e-02	-7.03711053783042e-03	-1.05198263603650e-03	-1.77978925290290e-02	 9.61805574127476e-03	8.568980000e+05
 5.27075611637118e-03	-3.50653741769698e-02	-1.64774859093831e-02	-4.85410985375868e-03	 8.59608754719618e-03	-8.91231282969333e-03	 9.79446552130677e-03	-4.05952624688463e-02	 6.92836185195129e-03	 1.42311518834942e-02	-1.36947853980150e-02	-2.06921330422878e-02	 2.51164310150752e-02	5.807200600e+05
-3.82244907424767e-02	-1.05344501269428e-02	 2.06121885301384e-02	-8.50811960553620e-03	-4.59354775406833e-03	 1.63830164529910e-02	-7.58376307146630e-04	 3.99499150118862e-03	-9.92798016652727e-03	 2.77163650727445e-02	-9.57954637314780e-03	-1.00216398746603e-02	-2.72410453833265e-04	0.000000000e+00
-3.22532277513969e-02	 3.27976513748321e-03	 1.25668095595965e-02	-6.66942712833149e-04	-5.98961012834240e-03	 2.78637300091008e-03	-8.45008678618418e-03	 1.36280207215824e-03	-1.86679390355453e-03	 3.25959772105690e-03	-7.41048633725139e-03	-8.88081941218636e-03	-3.65206418161769e-03	5.208333400e+05
