Gene Symbol	SPOT	Profile	0h	0.5h	3h	6h	12h
CCNG1	21954	22	0.00	-0.24	-0.39	-0.31	-0.93
IER3	21958	42	0.00	0.28	1.97	0.75	1.01
TCEB3	21962	44	0.00	0.28	-0.56	-1.71	-1.81
MSLN	21974	10	0.00	-0.52	-0.88	-0.49	-0.30
0 (SPOT_22022)	22022	1	0.00	-0.71	-1.09	-0.59	-0.80
0 (SPOT_22040)	22040	10	0.00	-0.57	-0.86	-0.54	-0.38
0 (SPOT_22072)	22072	33	0.00	0.23	0.04	-0.04	0.85
0 (SPOT_22106)	22106	0	0.00	-0.45	-0.79	-1.13	-0.39
0 (SPOT_22126)	22126	30	0.00	0.86	-0.22	0.04	0.24
0 (SPOT_22145)	22145	1	0.00	-0.59	-0.96	-0.41	-0.55
FLJ10956	22153	13	0.00	-0.68	-0.44	-0.57	-1.15
RALGPS1A	22185	6	0.00	-0.82	-0.50	-0.46	0.02
ZFPL1	22194	8	0.00	-0.11	-0.80	-0.36	-0.29
PIGQ	22200;23141	0	0.00	-0.33	-0.88	-0.81	-0.43
ATP5G1	22207	9	0.00	-0.46	-0.51	-0.38	-0.93
APEX1	22211	9	0.00	-0.39	-0.61	-0.64	-0.90
KIAA1894	22231	48	0.00	0.74	0.47	0.13	0.95
0 (SPOT_22236)	22236	47	0.00	1.16	0.81	0.30	0.82
0 (SPOT_22246)	22246	29	0.00	-0.18	0.50	1.18	0.05
PTGES2	22257	8	0.00	-0.29	-0.90	-0.79	-0.69
DLEU1	22262	9	0.00	-0.35	-0.79	-0.71	-1.17
MKKS	22288	9	0.00	-0.54	-0.67	-0.65	-0.90
0 (SPOT_22293)	22293	9	0.00	-0.22	-0.51	-0.47	-0.81
0 (SPOT_22302)	22302	18	0.00	-0.36	0.42	0.86	0.61
0 (SPOT_22304)	22304	9	0.00	-0.20	-0.60	-1.24	-1.27
0 (SPOT_22311)	22311	39	0.00	-0.13	0.37	0.88	0.47
0 (SPOT_22312)	22312	14	0.00	-0.64	0.50	1.62	0.65
KIAA1533	22329	10	0.00	-0.25	-0.89	-0.29	-0.21
D2S448	22332	37	0.00	-0.07	-0.02	-0.18	-1.31
0 (SPOT_22345)	22345	13	0.00	-0.36	-0.32	-0.26	-0.98
C20ORF132	22359	9	0.00	-0.19	-0.67	-0.56	-0.88
0 (SPOT_22371)	22371	3	0.00	-1.09	-0.36	-0.37	-0.31
GPR49	22401	8	0.00	-0.69	-1.06	-0.93	-0.75
LACTB	22407	29	0.00	-0.42	0.54	0.92	0.16
0 (SPOT_22427)	22427	39	0.00	0.19	0.47	1.22	1.06
FLJ10545	22434	22	0.00	-0.01	-0.31	0.06	-2.11
DKFZP762N2316	22435	9	0.00	-0.43	-0.67	-0.76	-0.89
DKFZP564F013	22437	37	0.00	-0.03	-0.28	-0.59	-1.81
0 (SPOT_22438)	22438	9	0.00	-0.19	-0.23	-0.36	-0.83
0 (SPOT_22447)	22447	2	0.00	-1.81	-0.73	-1.47	-1.22
RBMS1	22454	31	0.00	0.26	-0.78	-0.32	-1.09
RAD23A	22461	10	0.00	-0.61	-0.86	-0.54	-0.21
LRPPRC	22465	9	0.00	-0.29	-0.30	-0.38	-1.02
HMGCR	22467	3	0.00	-0.86	-0.59	-0.51	-0.51
HPGD	22468	9	0.00	-0.67	-0.92	-0.85	-1.20
FLJ20323	22487	19	0.00	-0.09	-0.77	-0.93	-0.52
CHAC	22499	9	0.00	-0.35	-0.52	-0.49	-0.94
0 (SPOT_22501)	22501	30	0.00	1.21	-0.30	-0.28	0.82
GFRA1	22502	33	0.00	1.66	0.37	0.25	1.60
0 (SPOT_22507)	22507	48	0.00	1.62	1.02	0.65	2.19
0 (SPOT_22508)	22508	46	0.00	1.81	0.52	0.40	0.81
0 (SPOT_22513)	22513	7	0.00	-1.55	0.14	0.27	-1.28
0 (SPOT_22518)	22518	45	0.00	1.10	0.10	-0.22	-0.15
0 (SPOT_22520)	22520	4	0.00	-3.20	-2.30	0.59	-4.53
0 (SPOT_22537)	22537	2	0.00	-0.72	-0.23	-0.60	-0.98
0 (SPOT_22538)	22538	13	0.00	-0.21	-0.18	-0.11	-0.90
0 (SPOT_22541)	22541	45	0.00	0.94	0.04	-0.40	-0.31
REPS1	22552	8	0.00	-0.55	-0.89	-0.77	-0.65
0 (SPOT_22559)	22559	10	0.00	-0.81	-1.45	-1.01	-0.62
0 (SPOT_22574)	22574	10	0.00	-0.71	-0.92	-0.33	-0.20
0 (SPOT_22578)	22578	0	0.00	-0.41	-0.72	-0.83	-0.47
0 (SPOT_22583)	22583	6	0.00	-0.29	0.01	0.48	1.29
0 (SPOT_22593)	22593	22	0.00	-0.13	-0.32	-0.29	-0.85
0 (SPOT_22596)	22596	4	0.00	-1.33	-0.54	-0.24	-1.00
0 (SPOT_22611)	22611	13	0.00	-0.42	-0.19	-0.31	-1.11
0 (SPOT_22614)	22614	2	0.00	-0.59	-0.35	-0.48	-0.86
0 (SPOT_22638)	22638	0	0.00	-0.87	-0.89	-1.07	-0.66
0 (SPOT_22640)	22640	9	0.00	-0.43	-0.44	-0.47	-0.82
0 (SPOT_22641)	22641	8	0.00	-0.66	-0.99	-0.68	-0.78
0 (SPOT_22652)	22652	1	0.00	-0.59	-0.57	-0.41	-0.83
0 (SPOT_22657)	22657	1	0.00	-1.59	-1.33	-0.72	-1.35
0 (SPOT_22659)	22659	22	0.00	-0.26	-0.91	-0.31	-0.99
0 (SPOT_22660)	22660	25	0.00	-0.38	-0.74	-1.84	0.94
0 (SPOT_22665)	22665	22	0.00	0.01	-0.72	0.06	-0.90
0 (SPOT_22667)	22667	8	0.00	-2.61	-4.42	-3.06	-3.61
0 (SPOT_22672)	22672	35	0.00	3.09	-2.40	3.15	2.07
0 (SPOT_22673)	22673	2	0.00	-3.90	-2.56	-4.24	-3.11
EPOR	22714	10	0.00	-0.59	-0.98	-0.49	-0.09
POLD3	22732	10	0.00	-0.22	-0.87	-0.43	-0.21
NOLC1	22733	9	0.00	-0.01	-0.19	-0.62	-0.85
GCH1	22746	43	0.00	0.15	1.39	1.38	0.39
CA11	22759	10	0.00	-0.48	-0.90	-0.51	-0.25
HCLA-ISO	22760	10	0.00	-0.37	-0.93	-0.78	-0.24
ATP5J2	22768	1	0.00	-0.49	-0.52	-0.41	-0.94
0 (SPOT_22787)	22787	0	0.00	-0.62	-1.01	-1.25	-0.82
H2BFB	22811	10	0.00	-0.90	-0.80	-0.52	-0.12
FLJ14675	22858	9	0.00	-0.29	-0.48	-0.47	-0.91
0 (SPOT_22871)	22871	19	0.00	-0.22	-0.82	-0.81	-0.79
0 (SPOT_22896)	22896	8	0.00	-0.53	-0.96	-0.39	-0.48
FABP5	22920	9	0.00	-0.34	-0.55	-0.78	-1.12
S100A3	22927	18	0.00	-0.33	1.83	2.77	2.37
FLJ23231	22936	43	0.00	0.01	0.97	0.71	0.51
NLP_1	22946;23384	13	0.00	-0.64	-0.41	-0.40	-0.91
LAMC2	22953	14	0.00	-0.71	0.57	1.49	1.69
FLJ21918	22969	9	0.00	-0.15	-0.54	-0.83	-0.90
GK003	22970	22	0.00	-0.20	-0.40	-0.31	-0.89
0 (SPOT_22976)	22976	3	0.00	-1.02	-0.94	-0.91	-0.77
0 (SPOT_22989)	22989	22	0.00	-0.36	-0.49	-0.33	-0.93
0 (SPOT_23054)	23054	37	0.00	1.09	1.02	0.21	-0.31
0 (SPOT_23060)	23060	46	0.00	1.64	1.10	0.51	1.18
MGC11296	23064	22	0.00	-0.48	-0.49	-0.26	-1.04
0 (SPOT_23066)	23066	43	0.00	0.40	0.77	1.06	0.84
FLJ10970	23068	46	0.00	0.84	0.32	0.48	0.43
0 (SPOT_23086)	23086	33	0.00	0.59	0.34	0.34	1.44
0 (SPOT_23108)	23108	45	0.00	2.02	1.73	0.71	0.44
0 (SPOT_23115)	23115	9	0.00	-0.11	-0.15	-0.79	-0.85
FACTP140	23138	9	0.00	-0.19	-0.24	-0.72	-0.94
COL4A3BP	23142	9	0.00	-0.44	-0.43	-0.66	-1.12
0 (SPOT_23155)	23155	9	0.00	-0.24	-0.09	-0.51	-0.81
0 (SPOT_23163)	23163	17	0.00	-0.24	0.83	0.63	0.12
0 (SPOT_23164)	23164	1	0.00	-0.56	-0.56	-0.55	-0.83
0 (SPOT_23187)	23187	0	0.00	-0.68	-0.81	-1.08	-0.57
0 (SPOT_23194)	23194	31	0.00	0.36	-0.55	-0.51	-0.85
POLR2L	23204	9	0.00	-0.50	-0.66	-0.52	-0.99
0 (SPOT_23230)	23230	9	0.00	-0.11	-0.33	-0.42	-1.00
0 (SPOT_23241)	23241	0	0.00	-0.35	-0.55	-0.88	-0.51
0 (SPOT_23243)	23243	19	0.00	-0.14	-0.48	-0.86	-0.66
0 (SPOT_23246)	23246	9	0.00	-0.27	-0.34	-0.53	-0.86
0 (SPOT_23254)	23254	8	0.00	-0.71	-0.93	-0.81	-0.83
0 (SPOT_23263)	23263	13	0.00	-0.05	0.87	0.40	-1.78
0 (SPOT_23278)	23278	37	0.00	0.13	0.81	-0.99	-2.01
0 (SPOT_23282)	23282	9	0.00	-0.39	-0.25	-0.77	-1.15
0 (SPOT_23283)	23283	9	0.00	-0.50	-0.54	-1.18	-1.32
0 (SPOT_23284)	23284	2	0.00	-0.60	-0.51	-0.82	-0.92
0 (SPOT_23296)	23296	22	0.00	-0.15	-0.50	-0.13	-0.86
0 (SPOT_23312)	23312	15	0.00	-0.71	0.04	-0.63	-0.84
0 (SPOT_23327)	23327	12	0.00	-0.69	0.30	-0.86	-0.26
EGR4	23329	22	0.00	-0.24	-0.48	-0.35	-1.31
0 (SPOT_23343)	23343	2	0.00	-0.67	-0.70	-0.87	-0.97
0 (SPOT_23344)	23344	24	0.00	-0.14	0.45	-1.07	-0.88
0 (SPOT_23345)	23345	30	0.00	0.85	-0.54	-1.11	-0.22
0 (SPOT_23346)	23346	13	0.00	-1.09	0.13	-0.34	-1.87
0 (SPOT_23353)	23353	40	0.00	0.64	2.43	-0.61	-1.22
0 (SPOT_23355)	23355	9	0.00	-0.51	-0.62	-0.69	-0.87
0 (SPOT_23356)	23356	37	0.00	-0.16	-0.16	-0.45	-1.36
0 (SPOT_23359)	23359	1	0.00	-1.46	-1.67	-0.97	-2.45
0 (SPOT_23365)	23365	9	0.00	-0.24	-0.50	-0.82	-0.78
0 (SPOT_23382)	23382	9	0.00	-0.11	-0.46	-0.62	-0.92
0 (SPOT_23396)	23396	9	0.00	-0.84	-1.27	-1.02	-2.10
0 (SPOT_23397)	23397	2	0.00	-0.58	-0.15	-0.83	-0.46
0 (SPOT_23400)	23400	10	0.00	-0.83	-1.04	-0.47	-0.27
0 (SPOT_23413)	23413	15	0.00	-0.99	0.15	-1.23	-1.81
0 (SPOT_23416)	23416	16	0.00	-1.34	1.30	-0.08	-0.45
0 (SPOT_23417)	23417	40	0.00	2.14	3.93	1.32	1.40
0 (SPOT_23419)	23419	15	0.00	-1.11	1.39	-0.46	-1.43
0 (SPOT_23420)	23420	3	0.00	-1.90	-0.37	-0.52	-0.49
0 (SPOT_23421)	23421	15	0.00	-0.91	0.82	-1.41	-1.72
LIF	23443	43	0.00	0.19	2.56	1.49	1.37
LAMC1	23445	33	0.00	0.21	0.12	0.10	1.03
GATM	23448	9	0.00	-0.48	-0.66	-0.56	-1.00
0 (SPOT_23449)	23449	0	0.00	-1.19	-1.32	-1.56	-0.59
S100A2	23468	43	0.00	0.11	1.18	1.52	1.00
NR1D1	23475	21	0.00	-0.05	-0.84	-0.71	0.03
SRF	23479	29	0.00	0.13	1.00	1.29	-0.12
GRB10	23495	14	0.00	-0.21	0.17	1.07	1.09
NDUFB6	23530	22	0.00	-0.26	-0.55	-0.35	-0.89
0 (SPOT_23550)	23550	18	0.00	-0.38	1.46	1.11	0.80
0 (SPOT_23553)	23553	5	0.00	-0.90	-0.24	-0.27	-0.00
FLJ21106	23555	2	0.00	-1.91	-1.15	-2.04	-3.00
0 (SPOT_23617)	23617	8	0.00	-0.47	-0.81	-0.62	-0.84
TM4SF7	23624	8	0.00	-0.07	-0.86	-0.54	-0.70
UST	23628	7	0.00	-0.88	-0.29	-0.14	-0.40
0 (SPOT_23660)	23660	9	0.00	-0.41	-0.60	-0.45	-0.89
DKFZP667F074	23668	10	0.00	-0.54	-0.84	-0.51	-0.05
MYO1E	23692	39	0.00	-0.18	0.29	1.09	0.47
SLC16A3	23694	14	0.00	-0.32	-0.10	0.72	1.05
SRCAP	23700	14	0.00	-0.40	0.38	1.19	1.03
MMP19	23705	10	0.00	-0.40	-0.80	-0.67	-0.16
PP3856	23727	8	0.00	-0.54	-1.27	-0.68	-0.57
MKRN1	23764	10	0.00	-0.57	-1.25	-0.56	-0.21
SLI	23772	10	0.00	-0.83	-1.00	-0.62	0.32
0 (SPOT_23815)	23815	19	0.00	-0.19	-0.41	-0.90	-0.73
0 (SPOT_23825)	23825	42	0.00	1.17	1.95	1.14	1.09
FLJ10901	23835	20	0.00	-0.20	-0.91	-0.29	-0.29
0 (SPOT_23836)	23836	38	0.00	0.58	0.83	0.48	0.58
AF053356_CDS3	23841	8	0.00	-0.38	-0.82	-0.64	-0.50
DEK	23844	22	0.00	-0.18	-0.26	-0.15	-0.95
0 (SPOT_23867)	23867	22	0.00	-0.08	-0.16	-0.06	-1.34
0 (SPOT_23890)	23890	24	0.00	-0.29	-0.23	-0.80	-0.65
0 (SPOT_23904)	23904	0	0.00	-0.59	-0.79	-0.80	-0.59
FLRT3	23915	10	0.00	-0.52	-1.01	-0.20	-0.27
FLJ20643	23923	8	0.00	-0.59	-0.83	-0.68	-0.61
0 (SPOT_23925)	23925	43	0.00	0.14	1.30	1.50	0.82
0 (SPOT_23937)	23937	18	0.00	-0.24	0.84	1.18	1.09
FLJ10829	23955	9	0.00	-0.48	-0.78	-1.22	-1.34
PER1	23967	41	0.00	0.16	1.17	0.88	1.91
ABCF1	23975	10	0.00	-0.51	-0.80	-0.55	-0.10
MPG	23976	8	0.00	-0.30	-0.88	-0.65	-0.27
PLCB3	23978	10	0.00	-0.36	-0.86	-0.58	-0.16
0 (SPOT_23997)	23997	8	0.00	-0.34	-1.03	-0.81	-0.41
0 (SPOT_23998)	23998	38	0.00	0.78	0.52	0.72	1.01
FLJ23590	24007	0	0.00	-0.46	-0.82	-0.70	-0.37
0 (SPOT_24008)	24008	38	0.00	1.00	1.08	0.79	1.13
0 (SPOT_24020)	24020	48	0.00	1.38	1.18	0.27	1.90
0 (SPOT_24026)	24026	40	0.00	2.23	2.88	0.81	0.30
0 (SPOT_24028)	24028	48	0.00	3.58	3.21	2.55	5.10
0 (SPOT_24029)	24029	38	0.00	1.02	1.36	1.63	1.55
0 (SPOT_24034)	24034	39	0.00	1.07	2.23	3.65	2.55
0 (SPOT_24036)	24036	16	0.00	-1.57	2.91	0.42	1.70
CYP7B1	24037	10	0.00	-0.46	-0.94	-0.23	-0.15
0 (SPOT_24045)	24045	22	0.00	-0.25	-0.38	-0.04	-0.98
0 (SPOT_24077)	24077	8	0.00	-0.62	-1.02	-0.69	-0.61
FLJ12190	24093	0	0.00	-0.38	-0.51	-0.88	-0.45
0 (SPOT_24109)	24109	6	0.00	-0.86	-0.87	-0.26	0.37
0 (SPOT_24119)	24119	8	0.00	-0.64	-2.55	-2.08	-2.45
0 (SPOT_24123)	24123	19	0.00	0.01	-0.46	-0.92	-0.35
0 (SPOT_24140)	24140	5	0.00	-1.28	-0.65	-0.34	-0.33
0 (SPOT_24151)	24151	0	0.00	-0.49	-0.45	-0.96	-0.32
0 (SPOT_24169)	24169	37	0.00	0.35	0.83	-0.13	-1.02
0 (SPOT_24170)	24170	40	0.00	0.48	1.48	0.29	-0.74
0 (SPOT_24173)	24173	43	0.00	0.38	1.23	1.13	0.64
0 (SPOT_24177)	24177	46	0.00	2.55	1.37	1.75	1.67
0 (SPOT_24178)	24178	13	0.00	-0.38	0.88	-0.30	-1.71
0 (SPOT_24180)	24180	40	0.00	0.38	1.65	0.97	0.08
0 (SPOT_24186)	24186	11	0.00	-0.44	-1.64	1.79	-0.39
