Gene Symbol	SPOT	Profile	0h	0.5h	3h	6h	12h
0 (SPOT_7528)	7528	15	0.00	0.04	0.87	-0.05	-0.07
0 (SPOT_7529)	7529	40	0.00	0.16	0.97	0.39	-0.18
0 (SPOT_7532)	7532	47	0.00	0.42	0.93	-0.05	0.27
VASP	7561	48	0.00	0.50	0.85	0.57	1.47
TNFAIP6	7568	49	0.00	0.65	0.74	1.10	0.70
0 (SPOT_7569)	7569	43	0.00	0.29	0.96	0.83	0.66
GABRE	7589	38	0.00	0.90	0.97	0.97	0.79
CXCR6	7590	38	0.00	0.63	0.87	0.62	0.54
DGKG	7601	16	0.00	-0.22	1.02	0.29	0.48
COL11A1	7604	42	0.00	0.45	0.96	0.51	0.79
NFKB1	7611	43	0.00	0.05	1.82	1.19	0.66
FACL2	7616	43	0.00	-0.12	1.49	1.76	0.93
PSG9	7651	0	0.00	-0.35	-0.42	-0.81	-0.22
0 (SPOT_7679)	7679	15	0.00	-0.36	1.81	-0.35	-1.24
0 (SPOT_7681)	7681	42	0.00	-0.09	0.91	0.14	0.44
0 (SPOT_7682)	7682	42	0.00	-0.00	0.87	0.16	0.51
0 (SPOT_7707)	7707	40	0.00	0.27	0.89	0.28	0.17
MGC861	7716	9	0.00	0.07	-0.46	-0.70	-1.11
CARP	7771	24	0.00	0.21	-0.19	-1.67	-1.35
0 (SPOT_7777)	7777	39	0.00	0.24	0.12	0.96	0.53
0 (SPOT_7778)	7778	38	0.00	1.32	1.53	0.75	1.16
0 (SPOT_7783)	7783	42	0.00	-0.17	0.90	-0.01	0.68
0 (SPOT_7804)	7804	42	0.00	0.24	0.87	0.17	0.66
0 (SPOT_7825)	7825	42	0.00	0.19	0.87	0.22	0.23
RGS4	7835;10129	43	0.00	0.31	0.88	0.93	0.77
GSTA3	7845	42	0.00	0.22	0.95	0.23	0.50
SYN1	7864	40	0.00	0.49	1.27	0.87	0.03
0 (SPOT_7868)	7868	47	0.00	0.63	0.89	0.30	0.50
0 (SPOT_7873)	7873	40	0.00	0.12	1.00	0.55	0.13
0 (SPOT_7875)	7875	42	0.00	0.77	1.24	0.25	0.93
0 (SPOT_7877)	7877	42	0.00	0.10	1.94	0.02	0.61
0 (SPOT_7878)	7878	42	0.00	0.97	1.49	0.57	0.74
0 (SPOT_7881)	7881	28	0.00	-0.06	0.42	-0.05	0.98
0 (SPOT_7894)	7894	42	0.00	0.23	0.81	0.26	0.41
PLCB4	7909;18911;20304;20622;23398;24012	14	0.00	-0.65	0.05	0.87	0.75
0 (SPOT_7919)	7919	42	0.00	0.30	0.83	0.17	0.36
0 (SPOT_7953)	7953	38	0.00	1.07	1.06	0.60	0.70
0 (SPOT_7954)	7954	38	0.00	1.06	1.27	1.06	0.97
0 (SPOT_7957)	7957	38	0.00	0.86	1.13	0.97	0.83
HOOK1	7966	16	0.00	-0.47	1.18	-0.12	0.52
0 (SPOT_7968)	7968	40	0.00	0.44	0.84	0.32	0.19
0 (SPOT_7972)	7972	42	0.00	0.49	0.94	0.11	0.45
0 (SPOT_7974)	7974	40	0.00	0.39	0.95	0.70	0.29
0 (SPOT_7975)	7975	40	0.00	0.43	0.86	0.29	0.30
0 (SPOT_7977)	7977	47	0.00	0.92	0.71	0.15	0.27
0 (SPOT_7978)	7978	45	0.00	0.97	0.46	0.15	0.22
0 (SPOT_7981)	7981	40	0.00	0.83	1.72	1.07	0.72
0 (SPOT_7982)	7982	42	0.00	0.54	0.90	0.40	0.43
FLJ25471	7984	42	0.00	0.78	1.21	0.42	0.72
0 (SPOT_7985)	7985	40	0.00	0.15	1.64	1.14	0.01
0 (SPOT_7994)	7994	42	0.00	0.24	1.17	0.39	0.84
0 (SPOT_7995)	7995	47	0.00	0.51	0.86	-0.10	0.59
0 (SPOT_8006)	8006	27	0.00	0.47	1.21	-0.04	0.38
0 (SPOT_8010)	8010	42	0.00	0.19	1.15	0.31	0.28
MLLT4	8014;11583;14634;20925	41	0.00	0.08	0.45	0.62	0.82
0 (SPOT_8016)	8016	42	0.00	0.28	0.91	0.35	0.41
0 (SPOT_8024)	8024	42	0.00	0.20	0.98	0.36	0.35
0 (SPOT_8027)	8027	42	0.00	0.22	1.14	0.57	0.88
0 (SPOT_8029)	8029	42	0.00	0.39	1.02	0.14	0.58
0 (SPOT_8033)	8033	42	0.00	0.68	1.06	0.28	0.67
0 (SPOT_8035)	8035	47	0.00	0.56	1.24	0.05	0.41
0 (SPOT_8037)	8037	37	0.00	0.04	-0.13	-0.21	-0.83
0 (SPOT_8038)	8038	16	0.00	-0.06	1.10	0.35	0.30
0 (SPOT_8039)	8039	42	0.00	-0.01	0.83	0.05	0.19
0 (SPOT_8040)	8040	42	0.00	0.36	1.08	0.13	0.86
0 (SPOT_8044)	8044	42	0.00	0.55	1.17	0.43	0.51
0 (SPOT_8056)	8056	42	0.00	0.34	0.81	0.21	0.58
NR2F2	8062	8	0.00	-0.32	-1.03	-0.45	-0.54
0 (SPOT_8063)	8063	47	0.00	0.53	0.95	0.16	0.40
0 (SPOT_8066)	8066	28	0.00	-0.35	1.70	-0.14	2.12
0 (SPOT_8068)	8068	27	0.00	-0.18	0.83	-0.28	0.25
0 (SPOT_8070)	8070	3	0.00	-1.67	-0.54	-1.17	-0.74
FLJ20449	8072	16	0.00	-0.84	1.08	-0.15	0.45
0 (SPOT_8090)	8090	40	0.00	0.25	0.93	0.19	0.13
IL1A	8096	42	0.00	0.09	0.88	0.02	0.55
GYPB	8100;10614;16697;16756	42	0.00	0.25	0.82	0.41	0.32
STK38L	8101;13836	18	0.00	-0.14	0.69	1.02	0.62
MMP10	8110	14	0.00	-0.03	1.05	2.16	1.82
0 (SPOT_8118)	8118	40	0.00	0.59	1.20	0.52	0.37
0 (SPOT_8121)	8121	42	0.00	-0.00	1.00	0.00	0.25
0 (SPOT_8125)	8125	27	0.00	0.15	0.97	-0.08	0.24
0 (SPOT_8135)	8135	40	0.00	0.53	0.83	0.33	0.35
0 (SPOT_8149)	8149	42	0.00	0.47	0.96	0.43	0.41
0 (SPOT_8153)	8153	42	0.00	-0.16	1.13	0.30	0.59
0 (SPOT_8156)	8156	42	0.00	0.13	1.12	0.36	0.40
0 (SPOT_8157)	8157	40	0.00	0.18	1.72	0.40	-0.05
CUBN	8158	42	0.00	-0.06	1.51	0.45	0.69
0 (SPOT_8164)	8164	15	0.00	-0.25	1.30	-0.33	0.11
0 (SPOT_8165)	8165	16	0.00	-0.33	1.00	-0.32	0.20
0 (SPOT_8168)	8168	47	0.00	1.15	1.19	0.05	1.03
0 (SPOT_8173)	8173	16	0.00	-0.12	0.86	0.38	0.13
0 (SPOT_8178)	8178	42	0.00	0.34	1.11	0.20	0.52
0 (SPOT_8179)	8179	42	0.00	-0.07	1.22	-0.03	0.37
0 (SPOT_8180)	8180	42	0.00	0.24	0.95	0.42	0.41
0 (SPOT_8181)	8181	42	0.00	0.27	1.00	0.52	0.53
0 (SPOT_8182)	8182	42	0.00	0.39	1.07	0.53	0.71
0 (SPOT_8183)	8183	40	0.00	0.44	1.24	0.35	0.27
0 (SPOT_8184)	8184	40	0.00	0.18	1.15	0.06	0.10
0 (SPOT_8185)	8185	40	0.00	0.48	1.78	1.48	0.03
URG4	8188	48	0.00	0.59	0.62	0.23	0.97
0 (SPOT_8191)	8191	42	0.00	0.34	1.65	0.49	0.85
0 (SPOT_8193)	8193	42	0.00	0.06	0.98	0.13	0.24
0 (SPOT_8194)	8194	42	0.00	0.47	1.12	0.42	0.67
0 (SPOT_8195)	8195	42	0.00	0.46	0.95	0.34	0.40
0 (SPOT_8198)	8198	40	0.00	-0.09	1.34	0.28	-0.10
0 (SPOT_8202)	8202	24	0.00	-0.08	-0.47	-1.91	-0.93
0 (SPOT_8209)	8209	42	0.00	0.29	1.48	0.41	0.54
0 (SPOT_8215)	8215	42	0.00	0.06	1.22	0.30	0.48
0 (SPOT_8219)	8219	27	0.00	-0.07	0.81	-0.45	0.30
0 (SPOT_8224)	8224	40	0.00	0.57	1.54	0.23	-0.04
0 (SPOT_8235)	8235	42	0.00	0.33	0.87	0.29	0.30
0 (SPOT_8237)	8237	15	0.00	-0.28	0.84	-0.17	0.01
0 (SPOT_8239)	8239	42	0.00	0.68	2.10	0.20	0.96
0 (SPOT_8245)	8245	42	0.00	0.17	0.83	0.33	0.51
HT021	8246;10790	42	0.00	0.20	1.21	0.31	0.51
0 (SPOT_8247)	8247	40	0.00	0.27	0.84	0.30	0.22
0 (SPOT_8248)	8248	42	0.00	0.45	1.34	0.29	0.38
0 (SPOT_8251)	8251	42	0.00	0.30	0.98	0.55	0.47
0 (SPOT_8254)	8254	40	0.00	0.68	1.59	0.75	0.38
0 (SPOT_8255)	8255	43	0.00	0.34	1.15	0.78	0.48
0 (SPOT_8262)	8262	42	0.00	0.18	0.93	0.14	0.27
0 (SPOT_8271)	8271	42	0.00	0.60	1.13	0.50	0.73
0 (SPOT_8276)	8276	42	0.00	0.92	1.44	0.63	0.70
0 (SPOT_8277)	8277	40	0.00	0.27	1.02	0.02	0.02
0 (SPOT_8282)	8282	42	0.00	0.19	0.87	0.02	0.26
0 (SPOT_8286)	8286	42	0.00	0.20	1.29	-0.11	0.65
0 (SPOT_8287)	8287	42	0.00	0.62	1.18	0.20	0.60
0 (SPOT_8288)	8288	42	0.00	0.62	0.92	0.14	0.75
0 (SPOT_8289)	8289	42	0.00	0.62	1.74	0.48	0.92
0 (SPOT_8291)	8291	42	0.00	0.11	0.95	-0.05	0.29
0 (SPOT_8294)	8294	40	0.00	0.51	1.60	0.03	0.15
0 (SPOT_8295)	8295	42	0.00	-0.09	1.47	-0.11	0.33
0 (SPOT_8296)	8296	40	0.00	0.51	4.24	0.42	0.21
0 (SPOT_8297)	8297	43	0.00	1.12	2.21	2.17	1.32
0 (SPOT_8298)	8298	43	0.00	0.26	4.40	2.70	2.18
0 (SPOT_8299)	8299	48	0.00	1.78	1.38	1.53	2.71
0 (SPOT_8301)	8301	47	0.00	1.01	1.73	0.31	0.74
0 (SPOT_8303)	8303	47	0.00	1.64	1.55	0.54	1.34
0 (SPOT_8304)	8304	18	0.00	-0.37	1.09	0.49	1.06
S100P	8321;20996	41	0.00	0.38	0.53	1.56	2.22
CDKN3	8388	44	0.00	0.38	-0.12	-0.36	-0.84
0 (SPOT_8484)	8484	43	0.00	0.13	1.16	0.76	0.80
0 (SPOT_8542)	8542	39	0.00	0.01	0.03	0.89	0.58
PRRG1	8588	42	0.00	0.12	0.94	0.34	0.45
0 (SPOT_8631)	8631	42	0.00	0.35	1.09	0.34	0.49
0 (SPOT_8632)	8632	21	0.00	0.05	-0.75	-1.72	-0.44
0 (SPOT_8635)	8635	42	0.00	0.32	0.86	0.12	0.41
0 (SPOT_8638)	8638	42	0.00	0.53	1.00	0.46	0.77
0 (SPOT_8639)	8639	42	0.00	0.58	1.06	0.22	0.61
DUSP10	8651	18	0.00	-0.24	0.99	1.12	1.46
0 (SPOT_8669)	8669	8	0.00	-0.82	-1.68	-1.39	-1.35
DKC1	8671	9	0.00	-0.13	-0.18	-0.63	-0.81
0 (SPOT_8691)	8691	42	0.00	0.34	1.45	0.32	0.54
0 (SPOT_8692)	8692	18	0.00	-0.46	0.85	0.71	0.34
0 (SPOT_8696)	8696	19	0.00	-0.10	-0.79	-0.93	-0.60
0 (SPOT_8702)	8702	49	0.00	0.80	1.33	1.58	0.64
0 (SPOT_8711)	8711	38	0.00	0.85	1.10	0.71	0.81
0 (SPOT_8714)	8714	22	0.00	0.11	-0.50	0.26	-1.02
0 (SPOT_8715)	8715	40	0.00	0.54	0.88	0.23	0.05
0 (SPOT_8738)	8738	42	0.00	0.46	1.08	0.48	0.61
0 (SPOT_8740)	8740	42	0.00	0.48	1.07	0.04	0.50
0 (SPOT_8749)	8749	42	0.00	0.01	0.81	0.04	0.35
0 (SPOT_8770)	8770	42	0.00	0.30	0.82	0.08	0.25
KIAA0763	8793	24	0.00	-0.19	0.05	-0.91	-0.32
0 (SPOT_8795)	8795	40	0.00	0.40	0.90	0.15	0.21
0 (SPOT_8799)	8799	40	0.00	0.43	1.05	0.39	0.17
KIAA0759	8801	0	0.00	-0.25	-0.48	-0.93	-0.45
LOC112609	8811	3	0.00	-0.80	-0.24	-0.56	-0.36
BAG2	8813	22	0.00	-0.25	-0.34	-0.32	-0.91
CUGBP2	8854	16	0.00	-0.19	0.82	0.05	0.32
0 (SPOT_8856)	8856	40	0.00	0.22	1.62	0.84	0.26
0 (SPOT_8879)	8879	42	0.00	0.12	1.09	0.41	0.58
0 (SPOT_8882)	8882	42	0.00	0.08	1.28	0.30	0.34
0 (SPOT_8893)	8893	37	0.00	-0.03	0.01	-0.31	-0.88
OAS1	8897	14	0.00	-0.59	-0.10	0.70	0.93
KIAA0101	8901;10638	37	0.00	0.09	-0.03	-0.07	-1.12
T	8933	42	0.00	0.64	1.22	0.63	0.91
0 (SPOT_8935)	8935	42	0.00	0.10	0.83	0.22	0.46
0 (SPOT_8939)	8939	43	0.00	0.05	0.97	1.09	0.57
0 (SPOT_8942)	8942	48	0.00	0.54	0.82	0.14	0.90
0 (SPOT_8945)	8945	15	0.00	-0.11	0.90	-0.07	0.08
0 (SPOT_8962)	8962	15	0.00	-1.01	0.69	-0.72	-0.63
0 (SPOT_8963)	8963	42	0.00	0.16	1.20	0.18	0.21
0 (SPOT_8965)	8965	40	0.00	-0.05	1.35	0.34	-0.04
0 (SPOT_8966)	8966	40	0.00	0.74	1.30	0.50	0.38
0 (SPOT_8967)	8967	42	0.00	0.39	1.05	0.61	0.62
0 (SPOT_8970)	8970	42	0.00	0.14	0.98	0.29	0.64
0 (SPOT_8981)	8981	2	0.00	-2.64	-2.01	-2.99	-2.51
0 (SPOT_8983)	8983	0	0.00	-0.40	-0.64	-0.85	-0.53
0 (SPOT_8986)	8986	1	0.00	-2.57	-1.95	-1.90	-2.41
0 (SPOT_8987)	8987	8	0.00	-0.67	-1.37	-1.28	-0.98
0 (SPOT_8990)	8990	40	0.00	0.53	1.38	0.79	0.52
0 (SPOT_8993)	8993	40	0.00	0.49	1.09	0.61	0.30
0 (SPOT_8996)	8996	43	0.00	0.32	1.15	0.83	1.04
0 (SPOT_8997)	8997	16	0.00	-0.37	0.87	-0.14	0.43
0 (SPOT_9002)	9002	12	0.00	-1.03	0.10	-0.59	-0.11
0 (SPOT_9012)	9012	2	0.00	-0.93	-0.76	-0.79	-1.04
0 (SPOT_9019)	9019	42	0.00	0.02	0.86	0.09	0.26
0 (SPOT_9030)	9030	40	0.00	0.56	0.88	0.28	-0.10
0 (SPOT_9048)	9048	42	0.00	0.51	1.17	0.55	0.65
0 (SPOT_9070)	9070	32	0.00	0.99	-2.51	-2.11	1.96
IGFBP2	9076	10	0.00	-0.41	-0.97	-0.51	-0.23
MERTK	9089	8	0.00	-0.09	-0.85	-0.42	-0.53
KIFAP3	9096	14	0.00	0.06	0.11	0.82	0.90
GYPE	9102	39	0.00	0.63	0.35	0.86	0.65
PCNA	9116;17976	9	0.00	-0.11	-0.22	-0.49	-1.37
P4HA1	9118	6	0.00	-0.89	-0.57	0.54	1.04
GSA7	9123	19	0.00	0.23	-0.45	-0.87	-0.87
TNIP1	9124	14	0.00	-0.07	0.76	1.49	1.22
0 (SPOT_9144)	9144	9	0.00	-0.13	-0.35	-0.48	-0.91
CENPE	9167;13653	8	0.00	-0.49	-0.88	-0.57	-0.83
0 (SPOT_9170)	9170	8	0.00	-0.55	-1.00	-0.73	-0.45
0 (SPOT_9186)	9186	39	0.00	0.45	-0.07	1.73	0.58
0 (SPOT_9207)	9207	41	0.00	0.37	0.68	0.65	0.87
C1ORF33	9230	44	0.00	0.18	-0.29	-0.80	-0.76
NOLA2	9234	22	0.00	-0.01	-0.48	-0.38	-0.99
0 (SPOT_9252)	9252	38	0.00	0.97	0.95	0.83	0.97
0 (SPOT_9287)	9287	9	0.00	-0.33	-0.41	-0.49	-0.82
0 (SPOT_9303)	9303	48	0.00	0.57	0.60	0.42	0.83
SLC16A1	9323	9	0.00	-0.38	-0.53	-0.81	-0.87
SLBP	9336	9	0.00	0.06	-0.18	-0.41	-0.87
HSPA8	9343;18700	13	0.00	-0.33	-0.15	-0.19	-0.90
0 (SPOT_9373)	9373	43	0.00	0.55	1.12	0.77	0.64
0 (SPOT_9380)	9380	43	0.00	0.32	1.60	1.20	1.47
0 (SPOT_9381)	9381	47	0.00	1.24	1.37	0.16	0.73
0 (SPOT_9384)	9384	38	0.00	0.81	0.95	0.77	0.68
0 (SPOT_9386)	9386	38	0.00	1.57	1.50	1.57	1.66
0 (SPOT_9448)	9448	49	0.00	1.07	0.95	1.01	0.11
0 (SPOT_9461)	9461	28	0.00	0.13	0.24	0.06	0.92
0 (SPOT_9466)	9466	38	0.00	0.92	1.03	1.02	0.70
SORBS1	9542	14	0.00	-0.33	0.08	0.94	0.86
0 (SPOT_9573)	9573	2	0.00	-0.56	-0.61	-0.74	-0.80
FLJ22353	9584	0	0.00	-0.66	-0.78	-0.85	-0.60
0 (SPOT_9585)	9585	48	0.00	0.53	1.00	0.04	1.04
MMP3	9605	14	0.00	-0.24	0.72	1.86	1.87
EMP3	9606	14	0.00	-0.41	-0.02	0.97	1.33
MGC15523	9634	48	0.00	0.53	0.41	0.36	0.90
0 (SPOT_9640)	9640	33	0.00	0.59	0.27	0.41	0.98
0 (SPOT_9650)	9650	42	0.00	0.42	1.16	0.13	0.59
0 (SPOT_9652)	9652	48	0.00	1.12	1.19	0.62	1.14
0 (SPOT_9657)	9657	12	0.00	-3.58	-1.11	-3.45	1.86
0 (SPOT_9660)	9660	12	0.00	-0.81	1.92	-0.86	1.10
0 (SPOT_9666)	9666	44	0.00	0.43	-0.38	-1.18	-1.92
0 (SPOT_9667)	9667	2	0.00	-2.19	-1.52	-1.68	-2.90
0 (SPOT_9754)	9754	9	0.00	-0.26	-0.31	-0.65	-0.95
PANX1	9772;16376	43	0.00	-0.10	0.55	0.84	0.40
0 (SPOT_9799)	9799	12	0.00	-1.39	0.44	-0.72	-0.01
0 (SPOT_9800)	9800	17	0.00	-0.99	0.23	0.23	-0.98
0 (SPOT_9801)	9801	7	0.00	-0.95	0.06	0.68	-0.00
0 (SPOT_9807)	9807	43	0.00	0.01	1.04	1.29	0.82
0 (SPOT_9808)	9808	43	0.00	0.29	1.63	1.69	0.38
0 (SPOT_9809)	9809	15	0.00	-1.23	0.36	-0.93	-1.39
0 (SPOT_9812)	9812	12	0.00	-1.51	-0.15	-1.15	-0.73
0 (SPOT_9813)	9813	17	0.00	-1.47	0.56	-0.07	-1.25
0 (SPOT_9814)	9814	29	0.00	0.26	1.11	1.33	0.33
0 (SPOT_9816)	9816	7	0.00	-0.95	-0.05	0.18	-0.28
0 (SPOT_9827)	9827	42	0.00	0.76	1.41	0.53	0.61
MMP7	9835;14950	43	0.00	0.16	1.37	1.94	1.43
MMP12	9836	41	0.00	0.11	0.91	1.06	1.07
MBL2	9838	40	0.00	0.11	1.16	0.59	0.09
RAMP	9939;17606	44	0.00	0.05	-0.21	-0.82	-0.99
0 (SPOT_9948)	9948	43	0.00	0.18	1.07	0.64	0.43
0 (SPOT_9949)	9949	43	0.00	0.14	0.73	0.86	0.36
LOC91614	10043	40	0.00	0.05	0.89	0.43	0.19
0 (SPOT_10049)	10049	40	0.00	0.22	0.99	0.31	0.18
0 (SPOT_10054)	10054	47	0.00	0.70	1.05	0.32	0.41
SEMA3C	10088	9	0.00	-0.42	-0.70	-1.29	-1.94
OLR1	10092	43	0.00	0.09	1.51	2.04	1.32
0 (SPOT_10130)	10130	42	0.00	0.43	1.04	0.04	0.42
0 (SPOT_10131)	10131	43	0.00	0.28	0.98	0.70	0.67
KCNV1	10132	38	0.00	0.81	1.16	0.89	0.91
0 (SPOT_10134)	10134	43	0.00	0.32	1.00	0.64	0.52
0 (SPOT_10138)	10138	42	0.00	0.56	1.07	0.49	0.73
0 (SPOT_10212)	10212	40	0.00	0.51	1.03	0.41	0.22
AD24	10217	42	0.00	0.53	1.25	0.10	0.49
ROD1	10270	43	0.00	0.30	0.70	1.04	0.75
0 (SPOT_10288)	10288	42	0.00	0.54	1.01	0.55	0.56
0 (SPOT_10296)	10296	2	0.00	-0.75	-0.72	-0.87	-0.74
KIAA1214	10302	43	0.00	0.12	0.97	0.59	0.41
0 (SPOT_10342)	10342	16	0.00	-0.00	2.58	1.21	0.70
0 (SPOT_10386)	10386	43	0.00	-0.03	1.56	0.96	0.28
FLJ20202	10402	5	0.00	-0.80	-0.46	-0.39	0.03
0 (SPOT_10411)	10411	38	0.00	3.21	4.11	3.32	3.49
GGTL3	10412;11449	42	0.00	0.34	1.02	0.63	0.68
0 (SPOT_10419)	10419	37	0.00	0.36	0.89	-0.19	-1.21
0 (SPOT_10420)	10420	40	0.00	1.21	2.61	0.85	-0.14
0 (SPOT_10421)	10421	29	0.00	-1.13	1.26	2.10	-0.26
0 (SPOT_10428)	10428	38	0.00	3.26	4.78	3.30	2.70
0 (SPOT_10439)	10439	16	0.00	-0.12	0.82	0.27	0.32
0 (SPOT_10449)	10449	42	0.00	0.41	1.40	0.52	0.86
0 (SPOT_10462)	10462	40	0.00	0.15	1.24	0.30	0.02
PPP1R14B	10470	46	0.00	1.61	1.20	0.78	0.96
ICAM4	10489	2	0.00	-0.43	-0.36	-0.90	-0.71
0 (SPOT_10491)	10491	39	0.00	0.16	0.32	0.96	0.58
FLJ38281	10544;13954	43	0.00	0.46	0.74	0.80	0.50
0 (SPOT_10553)	10553	43	0.00	0.60	1.01	0.91	0.59
0 (SPOT_10563)	10563	47	0.00	1.54	1.88	0.90	0.90
0 (SPOT_10564)	10564	49	0.00	0.94	1.21	1.11	0.27
0 (SPOT_10568)	10568	40	0.00	0.10	1.15	0.63	0.17
0 (SPOT_10571)	10571	40	0.00	0.12	1.63	0.27	-0.17
ITGA2	10586;22506	43	0.00	0.45	1.18	0.95	1.09
INSL4	10589	42	0.00	0.26	1.07	0.22	0.29
FUT4	10617	41	0.00	0.00	0.44	0.91	0.95
FPRL1	10619	42	0.00	0.34	1.01	0.57	0.42
RAB21	10635;15307	44	0.00	0.35	-0.21	-0.81	-0.99
EXT1	10656;19488	29	0.00	-0.17	0.66	1.13	0.50
0 (SPOT_10660)	10660	44	0.00	0.15	0.05	-0.55	-0.99
0 (SPOT_10682)	10682	42	0.00	0.35	0.92	0.18	0.48
0 (SPOT_10700)	10700	40	0.00	0.09	0.89	0.36	0.13
0 (SPOT_10712)	10712	42	0.00	0.39	0.85	0.08	0.33
0 (SPOT_10719)	10719	47	0.00	0.93	1.00	0.29	0.68
LEF1	10726	43	0.00	0.31	1.28	0.75	0.57
0 (SPOT_10727)	10727	38	0.00	0.43	0.72	0.63	0.81
FLJ23311	10735	9	0.00	0.09	-0.69	-0.59	-1.32
TM4SF11	10751	19	0.00	-0.09	-0.72	-1.03	-0.47
0 (SPOT_10756)	10756	42	0.00	0.26	1.04	0.17	0.64
0 (SPOT_10764)	10764	42	0.00	0.28	0.81	0.11	0.33
0 (SPOT_10765)	10765	40	0.00	0.68	1.14	0.26	0.25
RGS18	10796	47	0.00	0.84	1.18	0.51	0.63
0 (SPOT_10815)	10815	42	0.00	0.41	0.89	0.22	0.33
SRM	10831	44	0.00	0.23	-0.35	-0.47	-0.84
ECE1	10862;15190	41	0.00	0.11	0.55	0.97	1.52
0 (SPOT_10891)	10891	18	0.00	-0.25	0.82	0.31	0.68
0 (SPOT_10893)	10893	42	0.00	0.64	1.17	0.55	0.58
0 (SPOT_10894)	10894	42	0.00	0.11	0.83	0.41	0.26
LOC51705	10953	40	0.00	0.44	1.27	0.30	0.23
UGT8	10954	9	0.00	-0.28	-0.54	-0.84	-0.77
0 (SPOT_10957)	10957	38	0.00	1.28	1.99	1.26	1.27
0 (SPOT_10958)	10958	46	0.00	1.69	1.37	0.88	1.22
0 (SPOT_10959)	10959	38	0.00	2.66	3.08	2.01	2.52
COL9A1	10962	47	0.00	0.76	1.13	0.09	0.89
BRPF3	10963	43	0.00	1.08	1.60	1.60	0.93
0 (SPOT_10965)	10965	38	0.00	0.92	1.17	1.11	1.34
FLJ20156	10969	38	0.00	0.93	0.71	0.77	0.76
0 (SPOT_10976)	10976	38	0.00	0.70	0.92	0.68	0.75
0 (SPOT_10978)	10978	42	0.00	0.36	0.96	0.61	0.68
0 (SPOT_10979)	10979	42	0.00	0.02	0.96	0.34	0.25
0 (SPOT_10980)	10980	42	0.00	0.23	1.18	0.48	0.61
0 (SPOT_10981)	10981	42	0.00	0.42	1.26	0.01	0.39
0 (SPOT_10991)	10991	43	0.00	-0.05	0.85	0.66	0.19
HOMER-2B	10992	2	0.00	-0.82	-0.34	-0.66	-0.51
0 (SPOT_11011)	11011	47	0.00	1.43	1.71	0.38	1.13
0 (SPOT_11014)	11014	47	0.00	1.29	1.15	0.45	0.96
0 (SPOT_11031)	11031	40	0.00	0.75	1.28	0.44	0.33
0 (SPOT_11033)	11033	42	0.00	0.30	1.44	0.37	0.37
0 (SPOT_11035)	11035	42	0.00	0.09	1.38	0.28	0.37
0 (SPOT_11036)	11036	15	0.00	0.08	1.59	0.00	-0.20
0 (SPOT_11037)	11037	42	0.00	0.47	1.47	0.49	0.71
SAGE	11048	38	0.00	1.57	2.22	1.59	1.58
C11ORF14	11053	40	0.00	0.99	1.17	0.63	0.53
HIMAP4	11065	42	0.00	0.48	1.47	0.17	0.38
FLJ14440	11072	43	0.00	0.63	1.44	1.04	0.78
0 (SPOT_11082)	11082	42	0.00	0.42	0.91	0.12	0.59
GTF3C4	11090	42	0.00	1.72	3.38	0.88	1.74
OPN3	11094;18392	9	0.00	-0.69	-0.72	-1.28	-1.58
GABRA1	11098	16	0.00	-0.50	2.03	1.03	1.08
0 (SPOT_11100)	11100	42	0.00	0.65	1.15	0.54	0.53
GMNN	11127;15614	9	0.00	-0.18	-0.34	-0.34	-0.80
0 (SPOT_11128)	11128	42	0.00	0.29	0.94	0.42	0.92
0 (SPOT_11129)	11129	42	0.00	0.02	0.99	0.06	0.23
0 (SPOT_11155)	11155	47	0.00	0.77	1.23	0.20	0.65
0 (SPOT_11157)	11157	47	0.00	1.11	1.47	0.25	1.05
0 (SPOT_11158)	11158	43	0.00	0.30	0.94	0.73	0.53
0 (SPOT_11161)	11161	42	0.00	0.31	1.15	0.22	0.63
0 (SPOT_11162)	11162	43	0.00	0.06	1.05	0.56	0.35
0 (SPOT_11163)	11163	36	0.00	0.18	1.23	-0.89	1.05
0 (SPOT_11186)	11186	46	0.00	0.89	0.77	0.42	0.62
0 (SPOT_11202)	11202	42	0.00	0.12	0.83	0.10	0.41
0 (SPOT_11213)	11213	27	0.00	-0.25	0.94	-0.42	-0.00
0 (SPOT_11227)	11227	38	0.00	0.61	1.04	0.81	0.87
0 (SPOT_11244)	11244	38	0.00	1.24	1.51	0.80	1.32
0 (SPOT_11248)	11248	43	0.00	0.05	0.88	0.55	0.62
0 (SPOT_11258)	11258	15	0.00	-0.39	1.58	-1.10	-1.69
0 (SPOT_11267)	11267	34	0.00	1.05	-0.04	0.78	-0.02
0 (SPOT_11286)	11286	40	0.00	0.04	0.96	0.46	0.17
0 (SPOT_11302)	11302	7	0.00	-1.49	-0.19	-0.34	-0.61
0 (SPOT_11308)	11308	40	0.00	0.60	0.96	0.48	0.45
0 (SPOT_11311)	11311	49	0.00	1.43	1.09	2.00	0.32
0 (SPOT_11314)	11314	3	0.00	-2.45	-1.42	-1.50	-2.06
0 (SPOT_11322)	11322	44	0.00	0.84	0.39	-0.24	-0.59
0 (SPOT_11323)	11323	34	0.00	0.96	0.35	0.58	-0.32
0 (SPOT_11328)	11328	48	0.00	1.14	1.18	0.94	2.37
ABHD2	11341	14	0.00	-0.09	0.03	0.76	1.06
